PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
892,0.8273772439,-0.7376951318,0.3694487845,-0.4745451962,-0.4736736093,-0.4907831606,1.745684933
893,0.8273772439,1.355573538,1.331378169,0.4327933657,-0.4736736093,-0.5074788432,-2.142828256
894,-0.369364841,-0.7376951318,2.48569343,-0.4745451962,-0.4736736093,-0.4533668714,1.745684933
895,0.8273772439,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.4740049258,-2.142828256
896,0.8273772439,1.355573538,-0.5924805998,0.4327933657,0.7676298786,-0.4010166847,-2.142828256
897,0.8273772439,-0.7376951318,-1.208115406,-0.4745451962,-0.4736736093,-0.4626791642,-2.142828256
898,0.8273772439,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,-0.4948100981,1.745684933
899,-0.369364841,-0.7376951318,-0.2846631968,0.4327933657,0.7676298786,-0.06451572513,-2.142828256
900,0.8273772439,1.355573538,-0.9002980028,-0.4745451962,-0.4736736093,-0.5028639729,-0.1985716612
901,0.8273772439,-0.7376951318,-0.6694349505,1.340131928,-0.4736736093,-0.162168958,-2.142828256
902,0.8273772439,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
903,-1.566106926,-0.7376951318,1.254423818,-0.4745451962,-0.4736736093,-0.1249197867,-2.142828256
904,-1.566106926,1.355573538,-0.5155262491,0.4327933657,-0.4736736093,1.007992617,-2.142828256
905,-0.369364841,-0.7376951318,2.562647781,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
906,-1.566106926,1.355573538,1.331378169,0.4327933657,-0.4736736093,0.5833178351,-2.142828256
907,-0.369364841,1.355573538,-0.4385718983,0.4327933657,-0.4736736093,-0.09027201698,-0.1985716612
908,-0.369364841,-0.7376951318,0.4079259598,-0.4745451962,-0.4736736093,-0.3997582668,1.745684933
909,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.5029485386,-0.1985716612
910,0.8273772439,1.355573538,-0.2077088461,0.4327933657,-0.4736736093,-0.4888542576,-2.142828256
911,0.8273772439,1.355573538,1.177469467,-0.4745451962,-0.4736736093,-0.5029485386,-0.1985716612
912,-1.566106926,-0.7376951318,1.947012975,0.4327933657,-0.4736736093,0.5475787653,-0.1985716612
913,0.8273772439,-0.7376951318,-1.592887159,-0.4745451962,0.7676298786,-0.5845785874,-2.142828256
914,-1.566106926,1.355573538,0.0441312204,-0.4745451962,-0.4736736093,-0.010488319,-2.142828256
915,-1.566106926,-0.7376951318,-0.6694349505,-0.4745451962,0.7676298786,0.5874293382,-0.1985716612
916,-1.566106926,1.355573538,1.408332519,0.4327933657,3.250236854,4.634416897,-0.1985716612
917,0.8273772439,-0.7376951318,1.562241221,0.4327933657,-0.4736736093,-0.3564686893,-2.142828256
918,-1.566106926,1.355573538,-0.5924805998,-0.4745451962,0.7676298786,0.5995101505,-0.1985716612
919,0.8273772439,-0.7376951318,-0.5540034244,-0.4745451962,-0.4736736093,-0.5029485386,-0.1985716612
920,-1.566106926,-0.7376951318,0.8696520643,-0.4745451962,-0.4736736093,-0.03431369435,-2.142828256
921,0.8273772439,-0.7376951318,0.0441312204,1.340131928,-0.4736736093,-0.2119177431,-0.1985716612
922,-0.369364841,-0.7376951318,1.562241221,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
923,-0.369364841,-0.7376951318,-0.4385718983,1.340131928,-0.4736736093,-0.01417900716,-2.142828256
924,0.8273772439,1.355573538,0.2540172583,0.4327933657,2.008933366,-0.2341504647,-2.142828256
925,0.8273772439,1.355573538,0.0441312204,0.4327933657,2.008933366,-0.176263239,-2.142828256
926,-1.566106926,-0.7376951318,0.02315420612,0.4327933657,-0.4736736093,0.5143565315,-0.1985716612
927,0.8273772439,-0.7376951318,-0.8618208274,-0.4745451962,-0.4736736093,-0.5028639729,-0.1985716612
928,0.8273772439,1.355573538,0.0441312204,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
929,0.8273772439,1.355573538,-0.6694349505,-0.4745451962,-0.4736736093,-0.4740049258,-2.142828256
930,0.8273772439,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.4571421253,-2.142828256
931,0.8273772439,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,0.4891036068,-2.142828256
932,0.8273772439,-0.7376951318,0.7157433628,-0.4745451962,0.7676298786,-0.378280596,-0.1985716612
933,-1.566106926,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,-0.1138457087,-2.142828256
934,0.8273772439,-0.7376951318,0.8696520643,-0.4745451962,-0.4736736093,-0.4903643591,-2.142828256
935,-0.369364841,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
936,-1.566106926,1.355573538,1.177469467,0.4327933657,-0.4736736093,0.4097407238,-2.142828256
937,0.8273772439,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.4888542576,-2.142828256
938,-1.566106926,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.0504214441,-0.1985716612
939,0.8273772439,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
940,-1.566106926,1.355573538,2.331784728,-0.4745451962,-0.4736736093,0.8876878609,-0.1985716612
941,0.8273772439,1.355573538,0.4848803106,-0.4745451962,2.008933366,-0.3282801273,-2.142828256
942,-1.566106926,-0.7376951318,-0.4385718983,0.4327933657,-0.4736736093,0.5596595777,-2.142828256
943,-0.369364841,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.3457308607,-0.1985716612
944,-0.369364841,1.355573538,-0.7463893013,1.340131928,0.7676298786,-0.1853238482,-2.142828256
945,-1.566106926,1.355573538,-0.1307544954,2.24747049,2.008933366,4.647001077,-2.142828256
946,-0.369364841,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,-0.3347393349,-0.1985716612
947,0.8273772439,-0.7376951318,-1.515932809,3.154809051,0.7676298786,-0.06199888923,1.745684933
948,0.8273772439,-0.7376951318,0.4079259598,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
949,0.8273772439,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.4943912966,-2.142828256
950,0.8273772439,-0.7376951318,0.0441312204,0.4327933657,-0.4736736093,-0.3242531898,-2.142828256
951,-1.566106926,1.355573538,0.4848803106,-0.4745451962,-0.4736736093,4.634416897,-0.1985716612
952,0.8273772439,-0.7376951318,-0.9772523535,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
953,-0.369364841,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,-0.3766033765,-2.142828256
954,0.8273772439,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
955,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.492881195,1.745684933
956,-1.566106926,-0.7376951318,-1.285069756,1.340131928,2.008933366,4.634416897,-0.1985716612
957,-0.369364841,1.355573538,0.0441312204,-0.4745451962,-0.4736736093,-0.2255932226,-2.142828256
958,0.8273772439,1.355573538,-0.9002980028,-0.4745451962,-0.4736736093,-0.4897764263,1.745684933
959,-1.566106926,-0.7376951318,1.331378169,-0.4745451962,-0.4736736093,0.2052890832,-2.142828256
960,-1.566106926,-0.7376951318,0.1001085569,-0.4745451962,-0.4736736093,-0.07382801795,-0.1985716612
961,-1.566106926,1.355573538,2.331784728,0.4327933657,4.491540342,4.647001077,-2.142828256
962,0.8273772439,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
963,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
964,0.8273772439,1.355573538,-0.05380014462,-0.4745451962,-0.4736736093,-0.4888542576,-2.142828256
965,-1.566106926,-0.7376951318,-0.09227731999,-0.4745451962,-0.4736736093,-0.09027201698,-0.1985716612
966,-1.566106926,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,3.610064686,-0.1985716612
967,-1.566106926,-0.7376951318,0.215540083,-0.4745451962,-0.4736736093,3.610064686,-0.1985716612
968,0.8273772439,-0.7376951318,0.0441312204,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
969,-1.566106926,1.355573538,1.947012975,1.340131928,-0.4736736093,-0.1309601928,-2.142828256
